symbol,listing_date
SANGAMIND,1996-07-17
SANGHVIMOV,2007-01-24
SANGINITA,2019-07-15
SANOFI,2003-05-19
SANOFICONR,2024-09-13
SANSERA,2021-09-24
SANSTAR,2024-07-26
SANWARIA,2006-03-27
SAPPHIRE,2021-11-18
SAPPL,2026-04-20
SARDAEN,2009-12-03
SAREGAMA,1997-07-30
SARLAPOLY,2007-01-19
SARVESHWAR,2022-12-08
SASKEN,2005-09-09
SATIA,2019-07-17
SATIN,2015-08-26
SAURASHCEM,2024-02-27
SAYAJIHOTL,2026-04-20
SAYAJIIND,2026-08-17
SBC,2021-11-23
SBCL,2021-06-24
SBFC,2023-08-16
SBGLP,2023-02-10
SBICARD,2020-03-16
SBIFUNDS,2026-07-21
SBILIFE,2017-10-03
SBIN,1995-03-01
SCANSTL,2026-04-20
SCHAEFFLER,2000-11-29
SCHAND,2017-05-09
SCHNEIDER,2012-03-20
SCI,1997-08-13
SCILAL,2024-03-19
SCODATUBES,2025-06-04
SCPL,2022-11-22
SDBL,2014-03-18
SEAMECLTD,1995-06-28
SECMARK,2023-10-16
SECURKLOUD,2014-01-29
SEDEMAC,2026-03-11
SEIL,2026-04-20
SEJALLTD,2021-12-13
SEKURITIND,2026-08-17
SELMC,2021-10-26
SEMAC,2005-08-11
SENCO,2023-07-14
SENORES,2024-12-30
SEPC,2008-02-20
SERVOTECH,2021-09-02
SESHAPAPER,1995-03-29
SETCO,2016-07-01
SETL,2025-01-13
SETUINFRA,2011-10-04
SEYAIND,2019-07-11
SFL,2016-12-09
SGFIN,2025-08-05
SGIL,2021-07-28
SGL,2006-04-10
SGLRES,2026-08-17
SGMART,2025-09-12
SGRL,2026-08-17
SHADOWFAX,2026-01-28
SHAH,2010-10-27
SHAHALLOYS,2005-06-16
SHAILY,2022-04-04
SHAKTIPUMP,2015-01-29
SHALBY,2017-12-15
SHALPAINTS,2008-03-03
SHANKARA,2017-04-05
SHANKESH,2026-08-25
SHANTI,2021-09-16
SHANTIGEAR,1996-01-17
SHANTIGOLD,2025-08-01
SHARDACROP,2014-09-23
SHARDAMOTR,2015-09-03
SHARDUL,2026-04-20
SHAREINDIA,2020-09-21
SHBAJRG,2026-04-20
SHEKHAWATI,2011-01-12
SHEMAROO,2014-10-01
SHERVANI,2026-08-17
SHILCTECH,2025-11-24
SHILGRAVQ,2026-08-17
SHILPAMED,2009-12-03
SHINDL,2026-04-20
SHIPROCKET,2026-08-19
SHIVAAGRO,2026-08-17
SHIVACEM,2026-08-17
SHIVALIK,2021-12-09
SHIVAMAUTO,2006-11-21
SHIVAMILLS,2018-02-26
SHIVATEX,2017-12-26
SHIVAUM,2025-11-14
SHK,2015-11-16
SHOPERSTOP,2005-05-23
SHRADDHA,2026-08-17
SHRADHA,2020-10-22
SHREDIGCEM,2020-01-28
SHREECEM,1995-04-26
SHREEJISPG,2025-08-26
SHREEPUSHK,2015-09-10
SHREERAMA,2000-03-13
SHRENIK,2019-08-02
SHREYANIND,1996-11-06
SHRIKRISH,2026-04-20
SHRINGARMS,2025-09-17
SHRIPISTON,2016-06-02
SHRIRAMFIN,1996-12-11
SHRIRAMPPS,2021-12-20
SHRJAGP,2026-08-17
SHUKRAPHAR,2026-08-14
SHYAMCENT,2015-07-28
SHYAMMETL,2021-06-24
SHYAMTEL,2006-11-06
SICAGEN,2026-04-20
SICALLOG,2023-10-12
SIEL,2026-08-17
SIEMENS,1995-09-06
SIGACHI,2021-11-15
SIGIND,2018-08-29
SIGMA,2023-06-09
SIGMAADV,2007-07-19
SIGNATURE,2023-09-27
SIGNPOST,2024-02-14
SIKA,2026-04-20
SIKKO,2021-10-22
SIL,2004-01-27
SILGO,2021-03-03
SILINV,1996-05-22
SILLYMONKS,2020-07-08
SILVERTUC,2022-05-12
SIMBHALS,2016-03-14
SIMPLEXINF,2004-03-09
SIMPLXREA,2026-08-17
SINCLAIR,2024-04-10
SINDHUTRAD,2023-06-20
SINGERIND,2026-03-19
SINTERCOM,2020-10-07
SIRCA,2019-07-22
SIS,2017-08-10
SITINET,2007-01-10
SIYSIL,2007-01-29
SJS,2021-11-15
SJVN,2010-05-20
SKFINDIA,1999-01-27
SKFINDUS,2025-12-05
SKIL,1996-10-09
SKIPPER,2015-05-27
SKMEGGPROD,1997-03-14
SKYGOLD,2023-01-06
SKYWAYS,2026-09-01
SMARTLINK,2001-04-11
SMARTWORKS,2025-07-17
SMCGLOBAL,2021-02-24
SMLMAH,2003-08-29
SMLT,2021-11-25
SMSPHARMA,2007-02-28
SNOWMAN,2014-09-12
SOBHA,2006-12-20
SOFTTECH,2022-02-25
SOLARA,2018-06-27
SOLARINDS,2006-04-03
SOLARWORLD,2025-09-30
SOLEX,2025-10-08
SOMANYCERA,1995-11-22
SOMATEX,1996-08-14
SOMICONVEY,2016-07-18
SONACOMS,2021-06-24
SONAL,2026-04-20
SONAMLTD,2022-04-07
SONATSOFTW,1999-07-28
SOTL,1995-06-28
SOUTHBANK,1998-12-08
SOUTHWEST,2019-04-18
SPAL,2016-08-12
SPANDANA,2019-08-19
SPARC,2007-07-18
SPCENET,2017-01-10
SPECIALITY,2012-05-30
SPECTRUM,2025-03-28
SPELS,2026-08-17
SPENCERS,2019-01-25
SPIC,1996-01-10
SPLIL,2005-07-26
SPLPETRO,2022-05-24
SPMLINFRA,1996-02-14
SPORTKING,2022-08-24
SRD,2024-10-09
SREEL,2014-01-01
SRF,2003-08-18
SRGHFL,2023-08-21
SRHHYPOLTD,2007-05-08
SRIKPRIND,2026-08-17
SRM,2024-04-03
SRTL,2026-03-02
SSDL,2024-08-20
SSWL,2005-06-06
STALLION,2025-01-23
STANLEY,2024-06-28
STAR,2000-02-02
STARCEMENT,2017-06-16
STARHEALTH,2021-12-10
STARPAPER,1995-09-13
STARTECK,2022-05-04
STCINDIA,2003-04-01
STEELCAS,2021-11-23
STEELCITY,2019-06-27
STEELXIND,2017-07-20
STEL,2011-02-09
STERTOOLS,2006-02-02
STLNETWORK,2025-09-04
STLSTRINF,2026-08-17
STLTECH,2000-12-08
STOVEKRAFT,2021-02-05
STUDDS,2025-11-07
STYL,2025-09-30
STYLAMIND,2021-08-02
STYLEBAAZA,2024-09-06
STYRENIX,1995-03-29
SUBEXLTD,2020-11-05
SUBROS,2005-07-13
SUDARCOLOR,1995-06-14
SUDARSCHEM,1995-05-25
SUDEEPPHRM,2025-11-28
SUKHJITS,2022-11-07
SULA,2022-12-22
SUMEDHA,2026-08-17
SUMEETINDS,2010-12-10
SUMICHEM,2020-01-27
SUMIT,2019-07-30
SUMMITSEC,2011-01-28
SUNCLAY,2023-12-29
SUNDARAM,2010-06-02
SUNDARMFIN,1998-01-07
SUNDRMBRAK,1996-07-17
SUNDRMFAST,2000-06-07
SUNDROP,2002-12-06
SUNFLAG,2005-09-29
SUNLOC,2026-08-17
SUNPHARMA,1995-02-08
SUNRAKSHAK,2026-08-17
SUNSHIEL,2026-08-17
SUNSHINE,2026-08-25
SUNTECK,2009-11-13
SUNTV,2006-04-24
SUPERHOUSE,2014-09-26
SUPERSPIN,2004-07-08
SUPRAJIT,2005-02-18
SUPREME,2025-02-03
SUPREMEENG,2020-12-04
SUPREMEIND,1995-07-19
SUPREMEINF,2007-10-18
SUPRIYA,2021-12-28
SUPTANERY,2026-08-17
SURAJEST,2023-12-26
SURAJLTD,2024-08-29
SURAKSHA,2024-12-06
SURANASOL,2011-01-07
SURANAT&P,2002-05-22
SURYALA,2026-04-20
SURYALAXMI,2005-06-15
SURYAROSNI,1995-05-10
SURYODAY,2021-03-26
SUTLEJTEX,2006-12-14
SUVEN,2003-10-23
SUVIDHAA,2021-03-31
SUYOG,2024-08-20
SUZLON,2005-10-19
SVGLOBAL,2026-08-17
SVLL,2023-04-21
SVPGLOB,2021-07-14
SWANCORP,2012-05-29
SWANDEF,2025-01-20
SWARAJ,2026-08-13
SWARAJENG,1995-12-06
SWARNSAR,2026-08-17
SWELECTES,2006-05-09
SWIGGY,2024-11-13
SWISSMLTRY,2026-08-17
SWSOLAR,2019-08-20
SYMBIOTEC,2026-09-01
SYMPHONY,2011-06-15
SYNCOMF,2022-11-18
SYNGENE,2015-08-11
SYRMA,2022-08-26
SYSTMTXC,2025-10-06
TAALTECH,2026-04-20
TAINWALCHM,1995-07-27
TAJGVK,2000-12-20
TAKE,2007-08-27
TALBROAUTO,2006-09-29
TAMBOLIIN,2026-04-20
TANAA,2026-08-17
TANLA,2007-01-05
TARACHAND,2024-04-16
TARAPUR,2010-05-18
TARC,2020-12-18
TARIL,2007-12-28
TARMAT,2007-07-09
TARSONS,2021-11-26
TASTYBITE,2017-03-23
TATACAP,2025-10-13
TATACHEM,1999-04-01
TATACOMM,1995-04-12
TATACONSUM,1998-11-18
TATAELXSI,2003-09-17
TATAINVEST,1998-06-24
TATAPOWER,1996-04-03
TATASTEEL,1998-11-18
TATATECH,2023-11-30
TATVA,2021-07-29
TBOTEK,2024-05-15
TBZ,2012-05-09
TCC,2026-02-25
TCI,2002-01-21
TCIEXP,2016-12-15
TCIFINANCE,1997-05-21
TCPLPACK,2017-10-17
TCS,2004-08-25
TDPOWERSYS,2011-09-08
TEAMGTY,2002-06-11
TEAMLEASE,2016-02-12
TECHM,2006-08-28
TECHNOCRAF,2026-08-14
TECHNOE,2018-12-04
TECHNVISN,2026-04-20
TECILCHEM,1995-12-06
TEGA,2021-12-13
TEJASNET,2017-06-27
TEMBO,2021-04-23
TEMPSENS,2026-08-28
TENNIND,2025-11-19
TERAI,2026-08-17
TERASOFT,2016-12-29
TEXINFRA,2004-09-09
TEXMOPIPES,2010-03-10
TEXRAIL,2011-03-03
TFCILTD,2000-07-26
TFL,2007-02-26
TGBHOTELS,2007-05-17
TGVSL,2026-08-17
THACKER,2026-04-20
THAKDEV,2026-04-20
THANGAMAYL,2010-02-19
THEINVEST,2017-08-02
THEJO,2023-10-10
THELEELA,2025-06-02
THEMISMED,2007-04-02
THERMAX,1995-08-30
THOMASCOOK,2000-06-07
THOMASCOTT,2012-01-30
THYROCARE,2016-05-09
TI,2010-07-16
TICL,2023-10-16
TIGERLOGS,2025-09-18
TIIL,2007-02-12
TIINDIA,2017-11-02
TIJARIA,2011-10-14
TIL,1995-09-27
TIMETECHNO,2007-06-13
TIMEX,2026-04-20
TIMKEN,2007-02-06
TINNARUBR,2025-04-17
TIPSFILMS,2022-10-06
TIPSMUSIC,2000-11-10
TIRUMALCHM,2003-05-14
TIRUPATIFL,2020-08-04
TITAGARH,2008-04-21
TITAN,2004-09-24
TMB,2022-09-15
TMCV,2025-11-12
TMPV,1998-07-22
TNPETRO,1999-10-27
TNPL,1996-02-14
TNTELE,2003-02-04
TOKYOPLAST,1995-10-11
TOLINS,2024-09-16
TORNTPHARM,2002-11-25
TORNTPOWER,2006-11-28
TOTAL,2020-08-28
TOUCHWOOD,2020-01-21
TOYAMSL,2026-08-17
TPHQ,2009-01-30
TPLPLASTEH,2015-05-20
TRACXN,2022-10-20
TRANSCOR,2026-08-17
TRANSPEK,2026-04-20
TRANSRAILL,2024-12-27
TRANSWORLD,1995-03-01
TRAVELFOOD,2025-07-14
TREEHOUSE,2011-08-26
TREJHARA,2018-12-28
TREL,2023-08-10
TRENT,2004-06-07
TRF,2010-03-26
TRIDENT,2001-02-21
TRIGYN,1998-04-09
TRITONV,2026-08-17
TRITURBINE,2011-10-28
TRIVENI,2005-12-13
TRU,2023-06-20
TRUALT,2025-10-03
TSFINV,2018-03-26
TTKHLTCARE,2015-12-02
TTKPRESTIG,1999-12-22
TTL,2007-02-22
TTML,2000-10-20
TURTLEMINT,2026-06-29
TUTIALKA,2026-08-17
TVSELECT,2003-12-26
TVSHLTD,2012-10-23
TVSMOTOR,2000-08-02
TVSSCS,2023-08-23
TVSSRICHAK,2007-02-13
TVTODAY,2004-01-16
TVVISION,2016-09-15
UBL,2008-07-28
UCAL,1995-09-13
UCOBANK,2003-10-09
UDAYJEW,2026-08-17
UDS,2023-10-04
UEL,2024-04-16
UFBL,2021-04-07
UFLEX,1995-08-23
UFO,2015-05-14
UGARSUGAR,2010-08-23
UGROCAP,2021-08-11
UJJIVANSFB,2019-12-12
ULTRACEMCO,2004-08-24
ULTRAMAR,2026-04-20
UMAEXPORTS,2022-04-07
UMESLTD,2010-07-12
UMIYA-MRO,2000-11-01
UNICHEMLAB,2001-02-07
UNIDT,2020-09-25
UNIECOM,2024-08-13
UNIENTER,2004-01-23
UNIINFO,2022-01-12
UNIMECH,2024-12-31
UNIONBANK,2002-09-24
UNIPARTS,2022-12-12
UNITDSPR,2001-09-27
UNITECH,1999-09-08
UNITEDPOLY,2021-12-31
UNITEDTEA,2015-01-28
UNIVAFOODS,1996-04-03
UNIVASTU,2020-06-22
UNIVCABLES,1995-05-17
UNIVPHOTO,2020-02-14
UNOMINDA,2007-02-02
UPHOT,2026-08-17
UPL,2004-01-23
URAVIDEF,2023-07-05
URBANCO,2025-09-17
URJA,2017-03-28
USHAMART,2000-10-11
USK,2023-04-03
UTIAMC,2020-10-12
UTKARSHBNK,2023-07-21
UTLSOLAR,2025-11-20
UTTAMSUGAR,2006-04-10
UYFINCORP,2024-10-03
V2RETAIL,2007-07-04
VADILALIND,2011-06-15
VADILENT,2026-08-17
VAIBHAVGBL,2004-04-05
VAISHALI,2020-01-15
VAKRANGEE,2006-04-03
VALIANTLAB,2023-10-06
VALIANTORG,2021-07-23
VAML,2026-06-15
VARDHACRLC,2003-09-30
VARDMNPOLY,2003-05-12
VARROC,2018-07-06
VASCONEQ,2010-02-15
VASUPRADA,2026-08-17
VASWANI,2011-09-20
VBL,2016-11-08
VCL,2022-04-19
VEDAVAAG,2026-08-17
VEDL,1998-05-13
VEDPOWER,2026-06-15
VEEDOL,2007-01-16
VELJAN,2026-04-20
VENKEYS,2003-07-28
VENTIVE,2024-12-30
VENUSPIPES,2022-05-24
VENUSREM,2006-12-20
VERANDA,2022-04-11
VERTOZ,2020-05-14
VESUVIUS,2002-10-04
VETO,2015-04-29
VGCL,2026-08-17
VGL,2006-11-21
VGUARD,2008-03-13
VHL,2005-06-30
VHLTD,2024-04-03
VHLTD-RE1,2026-09-03
VIDHIING,2016-03-02
VIDYAWIRES,2025-12-10
VIJAYA,2021-09-14
VIJIFIN,2016-07-11
VIJSOLX,2026-08-17
VIKASECO,2011-12-12
VIKASLIFE,2019-05-08
VIKRAMSOLR,2025-08-26
VIKRAN,2025-09-03
VIMTALABS,2005-12-15
VINATIORGA,2009-07-28
VINCOFE,2024-10-18
VINDHYATEL,1995-02-08
VINEETLAB,2021-06-15
VINNY,2022-11-28
VINYLINDIA,2008-07-21
VIPCLOTHNG,2007-08-06
VIPIND,2005-03-02
VIPULLTD,2015-04-23
VIRAT,2026-08-17
VIRINCHI,2023-05-03
VIRTUALG,2026-08-17
VISACHROME,2006-03-17
VISAKAIND,1996-08-28
VISHAL,2026-08-17
VISHNU,2015-03-05
VISHWARAJ,2019-10-15
VISL,2026-06-15
VITAL,2026-03-11
VIVIANA,2026-06-02
VIVIDHA,2013-05-21
VIVIMEDLAB,2005-08-17
VIVOBIOT,2026-08-17
VIYASH,2016-03-10
VLEGOV,2023-08-14
VLSFINANCE,1995-05-25
VMART,2013-02-20
VMM,2024-12-18
VMSTMT,2025-09-24
VOEPL,2026-07-01
VOGL,2026-06-15
VOITHPAPR,2026-08-17
VOLTAMP,2006-09-20
VOLTAS,1995-04-12
VPRPL,2023-09-05
VRAJ,2024-07-03
VRLLOG,2015-04-30
VSSL,2012-05-17
VSTIND,2003-09-05
VSTL,2024-02-20
VSTTILLERS,2011-06-20
VTL,2003-01-14
VTMLTD,2026-08-17
WAAREEENER,2024-10-28
WAAREEINDO,2010-09-29
WAAREERTL,2025-04-09
WABAG,2010-10-13
WAKEFIT,2025-12-15
WALCHANNAG,1996-09-18
WANBURY,2007-01-29
WARDINMOBI,2026-08-17
WATERBASE,2026-08-17
WCIL,2024-09-24
WEALTH,2021-01-20
WEBELSOLAR,2007-05-15
WEIZMANIND,1995-05-10
WEL,2022-01-17
WELCORP,2005-05-24
WELENT,2004-11-04
WELINV,2010-09-20
WELSPLSOL,2026-04-20
WELSPUNLIV,2003-12-04
WENDT,2006-08-07
WESTLIFE,2023-06-05
WEWIN,2022-06-15
WEWORK,2025-10-10
WHBRADY,2026-08-17
WHEELS,2000-04-07
WHIRLPOOL,2010-04-06
WILLAMAGOR,1995-02-08
WINDLAS,2021-08-16
WINDMACHIN,2011-08-17
WIPL,2017-04-17
WIPRO,1995-11-08
WOCKPHARMA,2000-02-23
WONDERLA,2014-05-09
WORTHPERI,2020-08-04
WPIL,2026-04-20
WSI,2007-08-01
WSTCSTPAPR,2001-01-17
XCHANGING,2005-03-09
XELPMOC,2019-02-04
XPROINDIA,2004-04-27
XTGLOBAL,2024-09-16
XTRANET,2026-07-30
YASHO,2023-08-21
YATHARTH,2023-08-07
YATRA,2023-09-28
YESBANK,2005-07-12
YOGI,2026-08-17
YUKEN,2021-09-02
ZAGGLE,2023-09-22
ZEEL,1998-09-09
ZEELEARN,2010-12-20
ZEEMEDIA,2007-01-10
ZENITHEXPO,1996-07-10
ZENITHSTL,2007-04-30
ZENSARTECH,2003-07-09
ZENTEC,2015-03-30
ZFCVINDIA,2008-10-01
ZFSTEERING,2026-04-20
ZIMLAB,2022-11-25
ZODIAC,2021-12-14
ZODIACLOTH,1995-09-27
ZOTA,2019-08-19
ZSARACOM,2026-04-20
ZUARI,2012-11-27
ZUARIIND,1995-04-12
ZYDUSLIFE,2000-04-18
ZYDUSWELL,2009-11-13
